,Company,Location,Salary,Summary,Title,Job Category,City,State Code,ZIP,Area
715,Purdue Pharma,"Stamford, CT 06901 (Downtown area)",Not available,"The Associate Director, Biostatistics will provide leadership and guidance as the lead statistician on a project team and additionally be accountable for all...","Associate Director, Biostatistics",Management,Stamford,CT,06901,(Downtown area)
716,UT Southwestern Medical Center,"Dallas, TX",Not available,"Analyze and interpret complex data sets in conjunction with principal investigators, statisticians and other members of the research team....",Sr. Population Research Project Associate - Behavioral and C...,Research,Dallas,TX,,
717,AbbVie,"Worcester, MA",Not available,Works with Director and/or appropriate administrative management to recruit qualified statisticians to the organization....,"Manager, Statistics",Management,Worcester,MA,,
718,Dana-Farber Cancer Institute,"Boston, MA 02115 (Fenway-Kenmore area)",Not available,"Oversees project reporting and works with Data programmer, statistician and PI to interpret more complex data analyses....",Sr. Research Project Manager,Management,Boston,MA,02115,(Fenway-Kenmore area)
719,Regeneron,"Tarrytown, NY",Not available,"LMR, biostatistician, statistician, Biostat, STAt. The incumbent will work with more experienced project statisticians to co-author clinical study protocols, co...",Temporary Biostatistician - Early Clinical Development,Other,Tarrytown,NY,,
720,Wuxi Nextcode,"Cambridge, MA 02142 (East Cambridge area)",Not available,This role is a hybrid of a manager role and individual contributor. The person in this role will partner with the V.P. of the A.I. Laboratory to oversee its...,Associate Director/Principal Computational Statistician,Statistician,Cambridge,MA,02142,(East Cambridge area)
721,Sanofi,"Cambridge, MA 02142 (East Cambridge area)",Not available,"Provide leadership and guidance as the lead statistician on one or more project team(s) in rare disease or Neuroscience, accountable for statistical aspects of...",Statistical Project Leader,Management,Cambridge,MA,02142,(East Cambridge area)
722,Syneos Health Clinical,Home Based,Not available,Discusses time estimates for completion of study related activities with the Lead Statistician or Biostatistics management and proactively communicate to the...,Lead Biostatistician,Management,Home Based,,,
723,Rush University Medical Center,"Chicago, IL",Not available,Works closely with the Principal investigators and Statisticians to adjust the analytical tools and reports....,"Data Analyst, Rush Department of Infectious Diseases",Data Analyst,Chicago,IL,,
724,University of Washington,"Seattle, WA",Not available,The Research Scientist/Engineer 3 will serve as a statistician on several studies related to economic and health care delivery program evaluation....,RESEARCH SCIENTIST/ENGINEER 3,Research,Seattle,WA,,
725,ByteCubed,"Arlington, VA 22202 (Aurora Highlands area)",Not available,ByteCubed is seeking qualified individuals to join our fast-growing technology and services firm to work on cutting-edge technologies that enable the analytic...,DoD Positions - Contingent upon Award,Other,Arlington,VA,22202,(Aurora Highlands area)
726,"Acorda Therapeutics, Inc.","Ardsley, NY 10502",Not available,"Interacts with medical leads, clinical project managers, programmers, data managers, and statisticians from both Acorda and CROs....",Manager – Biostatistical Programming,Management,Ardsley,NY,10502,
727,W. L. Gore & Associates,"Flagstaff, AZ 86004",Not available,"Gore, job, Phoenix, Flagstaff, Arizona, AZ, biostatistician, statistician, biostatistics, statistics, statistical, analysis, clinical, trial, clinical study,...",Biostatistician,Other,Flagstaff,AZ,86004,
728,Incyte Corporation,"Wilmington, DE",Not available,"Work closely with the Global Medical Affairs (GMA), Global Product Strategy (GPS), and Health Economics & Outcomes (HEOR) departments including medical...","Associate Director, Global Health Outcomes and Real World Ev...",Management,Wilmington,DE,,
729,EVPS,"Plantation, FL",Not available,Point of contact with external contracted statisticians. Envision Physician Services is a multispecialty physician group and practice management company....,"MANAGER, QUALITY ANALYTICS",Analytics,Plantation,FL,,
730,Hudson River Trading,"New York, NY 10005 (Financial District area)",Not available,"At HRT we are mathematicians, computer scientists, statisticians, physicists and engineers. The Systems team sits at the heart of Hudson River Trading....",Systems Intern (OpenSource Developer),Internship,New York,NY,10005,(Financial District area)
731,Overstock.com Inc.,"Midvale, UT 84047",Not available,"Who We Are: We are located just minutes away from Salt Lake City, Utah and several world-class ski resorts, and within hours of five national parks ....",Machine Learning Analyst,Other,Midvale,UT,84047,
732,Duke University and Duke University Health System,"Durham, NC",Not available,Prepare training materials and give presentations to statisticians and other users; ANALYST PROGRAMMER II....,ANALYST PROGRAMMER II,Other,Durham,NC,,
733,Universal Music Group,"Santa Monica, CA 90404",Not available,"Clear and concise (and visually pleasing) communication is essential for this role, as is the ability to collaborate with leadership positions within the...",Insights Storyteller/Comm. & Design Specialist,Other,Santa Monica,CA,90404,
734,Netflix,"Los Gatos, CA",Not available,"Experience and demonstrated leadership working effectively with data scientists, machine learning engineers, statisticians etc....",Director of Product Innovation,Management,Los Gatos,CA,,
735,GM Financial,"Fort Worth, TX",Not available,4+ years of experience managing and leading a group of statisticians and analysts required. The VP Decision Analytics plays a key role in enhancing origination...,VP Decision Analytics,Analytics,Fort Worth,TX,,
736,VCU Health System,"Richmond, VA",Not available,"- Masters degree is required VCU Health System's Performance Improvement department is seeking a full time Data Science Manager to provide leadership,...",Data Science Manager,Management,Richmond,VA,,
737,Connecticut Children's Medical Center,"Hartford, CT 06106",Not available,"Will supervise up to two Master's-level statisticians.. Applies knowledge of sophisticated statistical methods to advance pediatric clinical, basic and...",Sr. Advisory Biostatistician,Other,Hartford,CT,06106,
738,Cruise Automation,"San Francisco, CA",Not available,Experienced statistician with a track record of setting up and optimizing metrics tracking systems and A/B testing methodologies....,Data Analyst/Engineer,Data Analyst,San Francisco,CA,,
739,"Pharmacyclics, an Abbvie Company","Sunnyvale, CA 94087",Not available,Pharmacyclics is committed to the development and commercialization of novel therapies intended to improve the quality and duration of life and to resolve...,Senior Biostatistician,Other,Sunnyvale,CA,94087,
740,Emory University,"Atlanta, GA",Not available,The fellow will also have access to a team of researchers and a statistician to assist with their research project....,Associate - Gynecologic Specialties Fellowship,Other,Atlanta,GA,,
741,"Press Ganey Associates, Inc.","Boston, MA",Not available,"Press Ganey - a mission driven healthcare data and services company - is looking for an energetic, creative and curious data scientist to join its Data...",Data Scientist,Data Scientist,Boston,MA,,
742,Remitly,"Seattle, WA",Not available,"People management experience including analysts, data scientists, statisticians, engineers or other quantitative disciplines....","Director, Analytics",Analytics,Seattle,WA,,
743,Cook Children's Health Care System,"Fort Worth, TX 76104 (Southside area)",Not available,"Opportunities available to pursue clinical research with support including campus IRB, grant writing, research nurses, a dedicated PhD statistician, as well as...","Genetics, Senior Medical Director",Management,Fort Worth,TX,76104,(Southside area)
744,Natera,"San Carlos, CA 94070",Not available,Analyze high-throughput DNA sequence data and work with our team of scientists and statisticians to answer specific biological questions....,"Bioinformatics Scientist, Bioinformatician",Other,San Carlos,CA,94070,
745,HeartFlow,"Redwood City, CA 94063",Not available,"Creates/acquires tools to improve programming efficiency or quality and as needed, validates work of other programmer/analysts and statisticians....",Biostatistician,Other,Redwood City,CA,94063,
746,University of Colorado,"Aurora, CO","$48,500 a year","The fellow would join a team of epidemiologists, statisticians and exposure scientists conducting research on the role of environmental exposures (broadly...",Post-Doctoral Fellow,Other,Aurora,CO,,
747,University of Rochester,"Rochester, NY",Not available,"Meets with principal investigators, lab personnel, and statisticians involved in research studies to understand volume, frequency, and format of data to be...",RDIA Senior Analyst-Programmer,Other,Rochester,NY,,
748,Pepsi,"Marion, IL 62959",Not available,PRODUCTION PLANNER / STATISTICIAN*. Utilize product and inventory control methods to ensure effective production line efficiencies and adequate inventory levels...,Production Planner,Other,Marion,IL,62959,
749,QuintilesIMS,United States,Not available,"Our people are analysts, statisticians, software engineers, consultants, sales leaders, marketing and product managers, and more....",Assoc IT Projects Dir,Management,United States,,,
